strength,dexterity,intelligence,vigor,constitution,height,character,fitness,age,generation
50,21,52,25,2,1.31,warrior,16.738785030919747,8,16
50,17,55,25,3,1.31,warrior,16.738785030919747,7,16
50,20,53,25,2,1.31,warrior,16.738785030919747,7,16
50,20,52,24,4,1.31,warrior,16.738785030919747,7,16
50,19,53,25,3,1.31,warrior,16.738785030919747,6,16
50,20,54,24,2,1.31,warrior,16.738785030919747,6,16
50,20,52,24,4,1.31,warrior,16.738785030919747,6,16
50,20,53,25,2,1.31,warrior,16.738785030919747,6,16
50,20,52,24,4,1.31,warrior,16.738785030919747,5,16
50,20,53,25,2,1.31,warrior,16.738785030919747,5,16
50,19,53,25,3,1.31,warrior,16.738785030919747,4,16
50,19,54,25,2,1.31,warrior,16.738785030919747,1,16
50,20,54,24,2,1.32,warrior,17.435868539514285,1,16
50,19,53,25,3,1.31,warrior,16.738785030919747,1,16
50,20,52,26,2,1.31,warrior,16.738785030919747,1,16
50,19,54,25,2,1.32,warrior,17.435868539514285,3,17
50,20,54,24,2,1.32,warrior,17.435868539514285,2,17
50,20,54,24,2,1.31,warrior,16.738785030919747,12,17
50,19,53,25,3,1.31,warrior,16.738785030919747,11,17
50,20,53,25,2,1.31,warrior,16.738785030919747,11,17
50,20,52,24,4,1.31,warrior,16.738785030919747,10,17
50,21,52,25,2,1.31,warrior,16.738785030919747,9,17
50,17,55,25,3,1.31,warrior,16.738785030919747,8,17
50,20,53,25,2,1.31,warrior,16.738785030919747,8,17
50,20,52,24,4,1.31,warrior,16.738785030919747,8,17
50,19,53,25,3,1.31,warrior,16.738785030919747,7,17
50,20,54,24,2,1.31,warrior,16.738785030919747,7,17
50,20,52,24,4,1.31,warrior,16.738785030919747,7,17
50,20,53,25,2,1.31,warrior,16.738785030919747,7,17
50,20,52,24,4,1.31,warrior,16.738785030919747,6,17
50,20,53,25,2,1.31,warrior,16.738785030919747,6,17
50,19,54,25,2,1.32,warrior,17.435868539514285,1,17
50,20,54,24,2,1.32,warrior,17.435868539514285,1,17
52,19,50,26,3,1.31,warrior,16.715462669187094,1,17
46,18,62,22,2,1.31,warrior,16.68737636677264,1,17
50,19,54,25,2,1.32,warrior,17.435868539514285,4,18
50,20,54,24,2,1.32,warrior,17.435868539514285,3,18
50,19,54,25,2,1.32,warrior,17.435868539514285,2,18
50,20,54,24,2,1.32,warrior,17.435868539514285,2,18
50,20,54,24,2,1.31,warrior,16.738785030919747,13,18
50,19,53,25,3,1.31,warrior,16.738785030919747,12,18
50,20,53,25,2,1.31,warrior,16.738785030919747,12,18
50,20,52,24,4,1.31,warrior,16.738785030919747,11,18
50,21,52,25,2,1.31,warrior,16.738785030919747,10,18
50,17,55,25,3,1.31,warrior,16.738785030919747,9,18
50,20,53,25,2,1.31,warrior,16.738785030919747,9,18
50,20,52,24,4,1.31,warrior,16.738785030919747,9,18
50,19,53,25,3,1.31,warrior,16.738785030919747,8,18
50,20,54,24,2,1.31,warrior,16.738785030919747,8,18
50,20,52,24,4,1.31,warrior,16.738785030919747,8,18
50,20,53,25,2,1.31,warrior,16.738785030919747,8,18
50,20,54,24,2,1.32,warrior,17.435868539514285,1,18
51,20,53,25,1,1.32,warrior,17.43614043831612,1,18
50,19,54,25,2,1.32,warrior,17.435868539514285,1,18
50,19,54,26,1,1.32,warrior,17.435868539514285,1,18
51,20,53,25,1,1.32,warrior,17.43614043831612,2,19
